STATION,DATE,HourlyDryBulbTemperature,HourlyRelativeHumidity
CYUL:9:CA,2013-01-01T05:00:00Z,30,
CYUL:9:CA,2013-01-01T06:00:00Z,29,93
CYUL:9:CA,2013-01-01T07:00:00Z,28,80
CYUL:9:CA,2013-01-01T08:00:00Z,27,80
CYUL:9:CA,2013-01-01T09:00:00Z,21,63
CYUL:9:CA,2013-01-01T10:00:00Z,18,68
CYUL:9:CA,2013-01-01T11:00:00Z,14,67
CYUL:9:CA,2013-01-01T12:00:00Z,12,62
CYUL:9:CA,2013-01-01T13:00:00Z,10,67
CYUL:9:CA,2013-01-01T14:00:00Z,9,67
CYUL:9:CA,2013-01-01T15:00:00Z,9,73
CYUL:9:CA,2013-01-01T16:00:00Z,9,67
CYUL:9:CA,2013-01-01T17:00:00Z,10,62
CYUL:9:CA,2013-01-01T18:00:00Z,10,67
CYUL:9:CA,2013-01-01T19:00:00Z,12,62
CYUL:9:CA,2013-01-01T20:00:00Z,12,62
CYUL:9:CA,2013-01-01T21:00:00Z,12,57
CYUL:9:CA,2013-01-01T22:00:00Z,10,62
CYUL:9:CA,2013-01-01T23:00:00Z,9,67
CYUL:9:CA,2013-01-02T00:00:00Z,9,67
CYUL:9:CA,2013-01-02T01:00:00Z,7,67
CYUL:9:CA,2013-01-02T02:00:00Z,7,67
CYUL:9:CA,2013-01-02T03:00:00Z,5,72
CYUL:9:CA,2013-01-02T04:00:00Z,3,72
CYUL:9:CA,2013-01-02T05:00:00Z,5,66
CYUL:9:CA,2013-01-02T06:00:00Z,7,72
CYUL:9:CA,2013-01-02T07:00:00Z,7,72
CYUL:9:CA,2013-01-02T08:00:00Z,7,72
CYUL:9:CA,2013-01-02T09:00:00Z,5,78
CYUL:9:CA,2013-01-02T10:00:00Z,7,79
CYUL:9:CA,2013-01-02T11:00:00Z,7,79
CYUL:9:CA,2013-01-02T12:00:00Z,7,79
CYUL:9:CA,2013-01-02T13:00:00Z,5,78
CYUL:9:CA,2013-01-02T14:00:00Z,3,85
CYUL:9:CA,2013-01-02T15:00:00Z,5,78
CYUL:9:CA,2013-01-02T16:00:00Z,5,72
CYUL:9:CA,2013-01-02T17:00:00Z,5,66
CYUL:9:CA,2013-01-02T18:00:00Z,5.666666667,72
CYUL:9:CA,2013-01-02T19:00:00Z,5,72
CYUL:9:CA,2013-01-02T20:00:00Z,5,52
CYUL:9:CA,2013-01-02T21:00:00Z,3,51
CYUL:9:CA,2013-01-02T22:00:00Z,1,51
CYUL:9:CA,2013-01-02T23:00:00Z,0,55
CYUL:9:CA,2013-01-03T00:00:00Z,0,51
CYUL:9:CA,2013-01-03T01:00:00Z,-2,55
CYUL:9:CA,2013-01-03T02:00:00Z,-4,60
CYUL:9:CA,2013-01-03T03:00:00Z,-4,55
CYUL:9:CA,2013-01-03T04:00:00Z,-6,65
CYUL:9:CA,2013-01-03T05:00:00Z,-8,71
CYUL:9:CA,2013-01-03T06:00:00Z,-6,65
CYUL:9:CA,2013-01-03T07:00:00Z,-6,65
CYUL:9:CA,2013-01-03T08:00:00Z,-6,65
CYUL:9:CA,2013-01-03T09:00:00Z,-6,65
CYUL:9:CA,2013-01-03T10:00:00Z,-6,65
CYUL:9:CA,2013-01-03T11:00:00Z,-9,65
CYUL:9:CA,2013-01-03T12:00:00Z,-8,71
CYUL:9:CA,2013-01-03T13:00:00Z,-9,71
CYUL:9:CA,2013-01-03T14:00:00Z,-8,65
CYUL:9:CA,2013-01-03T15:00:00Z,-4,65
CYUL:9:CA,2013-01-03T16:00:00Z,0,55
CYUL:9:CA,2013-01-03T17:00:00Z,0,60
CYUL:9:CA,2013-01-03T18:00:00Z,0,60
CYUL:9:CA,2013-01-03T19:00:00Z,1,72
CYUL:9:CA,2013-01-03T20:00:00Z,3,61
CYUL:9:CA,2013-01-03T21:00:00Z,3,66
CYUL:9:CA,2013-01-03T22:00:00Z,3,66
CYUL:9:CA,2013-01-03T23:00:00Z,5,66
CYUL:9:CA,2013-01-04T00:00:00Z,5,78
CYUL:9:CA,2013-01-04T01:00:00Z,7,79
CYUL:9:CA,2013-01-04T02:00:00Z,7,79
CYUL:9:CA,2013-01-04T03:00:00Z,9,79
CYUL:9:CA,2013-01-04T04:00:00Z,7,85
CYUL:9:CA,2013-01-04T05:00:00Z,6,79
CYUL:9:CA,2013-01-04T06:00:00Z,5,85
CYUL:9:CA,2013-01-04T07:00:00Z,5,78
CYUL:9:CA,2013-01-04T08:00:00Z,7,79
CYUL:9:CA,2013-01-04T09:00:00Z,8,79
CYUL:9:CA,2013-01-04T10:00:00Z,9,79
CYUL:9:CA,2013-01-04T11:00:00Z,10,79
CYUL:9:CA,2013-01-04T12:00:00Z,11,92
CYUL:9:CA,2013-01-04T13:00:00Z,12,92
CYUL:9:CA,2013-01-04T14:00:00Z,17,93
CYUL:9:CA,2013-01-04T15:00:00Z,18.5,93
CYUL:9:CA,2013-01-04T16:00:00Z,26.75,86
CYUL:9:CA,2013-01-04T17:00:00Z,30,80
CYUL:9:CA,2013-01-04T18:00:00Z,30,80
CYUL:9:CA,,,75
CYUL:9:CA,,,75
CYUL:9:CA,,,75
CYUL:9:CA,,,75
CYUL:9:CA,,,80
CYUL:9:CA,,,80
CYUL:9:CA,,,75
CYUL:9:CA,,,80
CYUL:9:CA,,,80
CYUL:9:CA,2013-01-05T04:00:00Z,30,86
CYUL:9:CA,2013-01-05T05:00:00Z,30,86
CYUL:9:CA,2013-01-05T06:00:00Z,30,86
CYUL:9:CA,2013-01-05T07:00:00Z,30,86
CYUL:9:CA,2013-01-05T08:00:00Z,32,80
CYUL:9:CA,2013-01-05T09:00:00Z,30,75
CYUL:9:CA,2013-01-05T10:00:00Z,28,69
CYUL:9:CA,2013-01-05T11:00:00Z,28,64
CYUL:9:CA,2013-01-05T12:00:00Z,25,64
CYUL:9:CA,2013-01-05T13:00:00Z,21,54
CYUL:9:CA,2013-01-05T14:00:00Z,19,54
CYUL:9:CA,2013-01-05T15:00:00Z,18,58
CYUL:9:CA,2013-01-05T16:00:00Z,18,58
CYUL:9:CA,2013-01-05T17:00:00Z,18,53
CYUL:9:CA,2013-01-05T18:00:00Z,19,54
CYUL:9:CA,2013-01-05T19:00:00Z,19,54
CYUL:9:CA,2013-01-05T20:00:00Z,19,54
CYUL:9:CA,2013-01-05T21:00:00Z,19,54
CYUL:9:CA,2013-01-05T22:00:00Z,18,58
CYUL:9:CA,2013-01-05T23:00:00Z,16,62
CYUL:9:CA,2013-01-06T00:00:00Z,16,62
CYUL:9:CA,2013-01-06T01:00:00Z,14,67
CYUL:9:CA,2013-01-06T02:00:00Z,9,79
CYUL:9:CA,2013-01-06T03:00:00Z,10,85
CYUL:9:CA,2013-01-06T04:00:00Z,16,79
CYUL:9:CA,2013-01-06T05:00:00Z,16,73
CYUL:9:CA,2013-01-06T06:00:00Z,16,79
CYUL:9:CA,2013-01-06T07:00:00Z,18,73
CYUL:9:CA,2013-01-06T08:00:00Z,18,73
CYUL:9:CA,2013-01-06T09:00:00Z,18,79
CYUL:9:CA,2013-01-06T10:00:00Z,19,80
CYUL:9:CA,2013-01-06T11:00:00Z,19,80
CYUL:9:CA,2013-01-06T12:00:00Z,18,86
CYUL:9:CA,2013-01-06T13:00:00Z,14,93
CYUL:9:CA,2013-01-06T14:00:00Z,13.33333333,86
CYUL:9:CA,2013-01-06T15:00:00Z,14,86
CYUL:9:CA,2013-01-06T16:00:00Z,14,86
CYUL:9:CA,2013-01-06T17:00:00Z,14,86
CYUL:9:CA,2013-01-06T18:00:00Z,14,86
CYUL:9:CA,2013-01-06T19:00:00Z,15.33333333,93
CYUL:9:CA,2013-01-06T20:00:00Z,16,86
CYUL:9:CA,2013-01-06T21:00:00Z,16,93
CYUL:9:CA,2013-01-06T22:00:00Z,17.33333333,93
CYUL:9:CA,2013-01-06T23:00:00Z,18,86
CYUL:9:CA,2013-01-07T00:00:00Z,19,86
CYUL:9:CA,2013-01-07T01:00:00Z,19,86
CYUL:9:CA,2013-01-07T02:00:00Z,19,86
CYUL:9:CA,2013-01-07T03:00:00Z,18,86
CYUL:9:CA,2013-01-07T04:00:00Z,18,86
CYUL:9:CA,2013-01-07T05:00:00Z,18,86
CYUL:9:CA,2013-01-07T06:00:00Z,16,86
CYUL:9:CA,2013-01-07T07:00:00Z,16,79
CYUL:9:CA,2013-01-07T08:00:00Z,14,86
CYUL:9:CA,2013-01-07T09:00:00Z,16,79
CYUL:9:CA,2013-01-07T10:00:00Z,14,67
CYUL:9:CA,2013-01-07T11:00:00Z,12,62
CYUL:9:CA,2013-01-07T12:00:00Z,10,62
CYUL:9:CA,2013-01-07T13:00:00Z,10,62
CYUL:9:CA,2013-01-07T14:00:00Z,9,62
CYUL:9:CA,2013-01-07T15:00:00Z,9,62
CYUL:9:CA,2013-01-07T16:00:00Z,7,67
CYUL:9:CA,2013-01-07T17:00:00Z,7,61
CYUL:9:CA,2013-01-07T18:00:00Z,9,57
CYUL:9:CA,2013-01-07T19:00:00Z,10,57
CYUL:9:CA,2013-01-07T20:00:00Z,11.33333333,67
CYUL:9:CA,2013-01-07T21:00:00Z,12,79
CYUL:9:CA,2013-01-07T22:00:00Z,9.5,79
CYUL:9:CA,2013-01-07T23:00:00Z,10,79
CYUL:9:CA,2013-01-08T00:00:00Z,12,79
CYUL:9:CA,2013-01-08T01:00:00Z,14,79
CYUL:9:CA,2013-01-08T02:00:00Z,14,79
CYUL:9:CA,2013-01-08T03:00:00Z,17,79
CYUL:9:CA,2013-01-08T04:00:00Z,21,74
CYUL:9:CA,2013-01-08T05:00:00Z,21,80
CYUL:9:CA,2013-01-08T06:00:00Z,18,79
CYUL:9:CA,2013-01-08T07:00:00Z,14,79
CYUL:9:CA,2013-01-08T08:00:00Z,16,86
CYUL:9:CA,2013-01-08T09:00:00Z,19,86
CYUL:9:CA,2013-01-08T10:00:00Z,21,80
CYUL:9:CA,2013-01-08T11:00:00Z,27,74
CYUL:9:CA,2013-01-08T12:00:00Z,32,75
CYUL:9:CA,2013-01-08T13:00:00Z,32,75
CYUL:9:CA,2013-01-08T14:00:00Z,32,75
CYUL:9:CA,2013-01-08T15:00:00Z,34,70
CYUL:9:CA,2013-01-08T16:00:00Z,34,75
CYUL:9:CA,2013-01-08T17:00:00Z,34,75
CYUL:9:CA,2013-01-08T18:00:00Z,34,75
CYUL:9:CA,2013-01-08T19:00:00Z,36,70
CYUL:9:CA,2013-01-08T20:00:00Z,36,70
CYUL:9:CA,2013-01-08T21:00:00Z,36,70
CYUL:9:CA,2013-01-08T22:00:00Z,34,75
CYUL:9:CA,2013-01-08T23:00:00Z,34,75
CYUL:9:CA,2013-01-09T00:00:00Z,34,81
CYUL:9:CA,2013-01-09T01:00:00Z,32,80
CYUL:9:CA,2013-01-09T02:00:00Z,32,80
CYUL:9:CA,2013-01-09T03:00:00Z,27,86
CYUL:9:CA,2013-01-09T04:00:00Z,28,86
CYUL:9:CA,2013-01-09T05:00:00Z,28,86
CYUL:9:CA,2013-01-09T06:00:00Z,25,93
CYUL:9:CA,2013-01-09T07:00:00Z,24,100
CYUL:9:CA,2013-01-09T08:00:00Z,25,93
CYUL:9:CA,2013-01-09T09:00:00Z,25,93
CYUL:9:CA,2013-01-09T10:00:00Z,25,86
CYUL:9:CA,2013-01-09T11:00:00Z,23,86
CYUL:9:CA,2013-01-09T12:00:00Z,25,86
CYUL:9:CA,2013-01-09T13:00:00Z,25,86
CYUL:9:CA,2013-01-09T14:00:00Z,21,93
CYUL:9:CA,2013-01-09T15:00:00Z,25,86
CYUL:9:CA,2013-01-09T16:00:00Z,28,80
CYUL:9:CA,2013-01-09T17:00:00Z,30,75
CYUL:9:CA,2013-01-09T18:00:00Z,32,75
CYUL:9:CA,2013-01-09T19:00:00Z,32,75
CYUL:9:CA,2013-01-09T20:00:00Z,34,70
CYUL:9:CA,2013-01-09T21:00:00Z,34,75
CYUL:9:CA,2013-01-09T22:00:00Z,34,81
CYUL:9:CA,2013-01-09T23:00:00Z,37.5,87
CYUL:9:CA,2013-01-10T00:00:00Z,41,70
CYUL:9:CA,2013-01-10T01:00:00Z,41,
CYUL:9:CA,2013-01-10T02:00:00Z,39,70
CYUL:9:CA,2013-01-10T03:00:00Z,39,65
CYUL:9:CA,2013-01-10T04:00:00Z,38,65
CYUL:9:CA,2013-01-10T05:00:00Z,37,75
CYUL:9:CA,2013-01-10T06:00:00Z,37,75
CYUL:9:CA,2013-01-10T07:00:00Z,37,75
CYUL:9:CA,2013-01-10T08:00:00Z,37,70
CYUL:9:CA,2013-01-10T09:00:00Z,36.5,65
CYUL:9:CA,2013-01-10T10:00:00Z,36,75
CYUL:9:CA,2013-01-10T11:00:00Z,36,70
CYUL:9:CA,2013-01-10T12:00:00Z,36,70
CYUL:9:CA,2013-01-10T13:00:00Z,36,70
CYUL:9:CA,2013-01-10T14:00:00Z,34,75
CYUL:9:CA,2013-01-10T15:00:00Z,34,75
CYUL:9:CA,2013-01-10T16:00:00Z,34,75
CYUL:9:CA,2013-01-10T17:00:00Z,36,70
CYUL:9:CA,2013-01-10T18:00:00Z,36,70
CYUL:9:CA,2013-01-10T19:00:00Z,36,70
CYUL:9:CA,2013-01-10T20:00:00Z,36,70
CYUL:9:CA,2013-01-10T21:00:00Z,36,70
CYUL:9:CA,2013-01-10T22:00:00Z,36,70
CYUL:9:CA,2013-01-10T23:00:00Z,36,70
CYUL:9:CA,2013-01-11T00:00:00Z,36,70
CYUL:9:CA,2013-01-11T01:00:00Z,34,75
CYUL:9:CA,2013-01-11T02:00:00Z,34,75
CYUL:9:CA,2013-01-11T03:00:00Z,34,75
CYUL:9:CA,2013-01-11T04:00:00Z,34,70
CYUL:9:CA,2013-01-11T05:00:00Z,32,69
CYUL:9:CA,2013-01-11T06:00:00Z,28,80
CYUL:9:CA,2013-01-11T07:00:00Z,28,80
CYUL:9:CA,2013-01-11T08:00:00Z,28,74
CYUL:9:CA,2013-01-11T09:00:00Z,30,69
CYUL:9:CA,2013-01-11T10:00:00Z,28,74
CYUL:9:CA,2013-01-11T11:00:00Z,30,69
CYUL:9:CA,2013-01-11T12:00:00Z,28,74
CYUL:9:CA,2013-01-11T13:00:00Z,28,74
CYUL:9:CA,2013-01-11T14:00:00Z,28,69
CYUL:9:CA,2013-01-11T15:00:00Z,28,74
CYUL:9:CA,2013-01-11T16:00:00Z,30,69
CYUL:9:CA,2013-01-11T17:00:00Z,32,64
CYUL:9:CA,2013-01-11T18:00:00Z,32,69
CYUL:9:CA,2013-01-11T19:00:00Z,34,60
CYUL:9:CA,2013-01-11T20:00:00Z,34,65
CYUL:9:CA,2013-01-11T21:00:00Z,34,70
CYUL:9:CA,2013-01-11T22:00:00Z,36,70
CYUL:9:CA,2013-01-11T23:00:00Z,37,65
CYUL:9:CA,2013-01-12T00:00:00Z,37,65
CYUL:9:CA,2013-01-12T01:00:00Z,36,75
CYUL:9:CA,2013-01-12T02:00:00Z,36,81
CYUL:9:CA,2013-01-12T03:00:00Z,36,81
CYUL:9:CA,2013-01-12T04:00:00Z,36,81
CYUL:9:CA,2013-01-12T05:00:00Z,36,87
CYUL:9:CA,2013-01-12T06:00:00Z,36,87
CYUL:9:CA,2013-01-12T07:00:00Z,36,87
CYUL:9:CA,2013-01-12T08:00:00Z,36,87
CYUL:9:CA,2013-01-12T09:00:00Z,36,87
CYUL:9:CA,2013-01-12T10:00:00Z,36,93
CYUL:9:CA,2013-01-12T11:00:00Z,36,93
CYUL:9:CA,2013-01-12T12:00:00Z,36,93
CYUL:9:CA,2013-01-12T13:00:00Z,36,100
CYUL:9:CA,2013-01-12T14:00:00Z,36,93
CYUL:9:CA,2013-01-12T15:00:00Z,36,93
CYUL:9:CA,2013-01-12T16:00:00Z,36.5,93
CYUL:9:CA,2013-01-12T17:00:00Z,37,93
CYUL:9:CA,2013-01-12T18:00:00Z,38,93
CYUL:9:CA,2013-01-12T19:00:00Z,39,87
CYUL:9:CA,2013-01-12T20:00:00Z,41,87
CYUL:9:CA,2013-01-12T21:00:00Z,41,81
CYUL:9:CA,2013-01-12T22:00:00Z,39,87
CYUL:9:CA,2013-01-12T23:00:00Z,39,87
CYUL:9:CA,2013-01-13T00:00:00Z,39,87
CYUL:9:CA,2013-01-13T01:00:00Z,39,93
CYUL:9:CA,2013-01-13T02:00:00Z,37,93
CYUL:9:CA,2013-01-13T03:00:00Z,37,93
CYUL:9:CA,2013-01-13T04:00:00Z,37,93
CYUL:9:CA,2013-01-13T05:00:00Z,36,93
CYUL:9:CA,2013-01-13T06:00:00Z,37,100
CYUL:9:CA,2013-01-13T07:00:00Z,36,100
CYUL:9:CA,2013-01-13T08:00:00Z,37,93
CYUL:9:CA,2013-01-13T09:00:00Z,37,93
CYUL:9:CA,2013-01-13T10:00:00Z,37,93
CYUL:9:CA,2013-01-13T11:00:00Z,36,100
CYUL:9:CA,2013-01-13T12:00:00Z,37,93
CYUL:9:CA,2013-01-13T13:00:00Z,37,93
CYUL:9:CA,2013-01-13T14:00:00Z,37,100
CYUL:9:CA,2013-01-13T15:00:00Z,37,93
CYUL:9:CA,2013-01-13T16:00:00Z,39.66666667,93
CYUL:9:CA,2013-01-13T17:00:00Z,39,93
CYUL:9:CA,2013-01-13T18:00:00Z,39,93
CYUL:9:CA,2013-01-13T19:00:00Z,41,93
CYUL:9:CA,2013-01-13T20:00:00Z,39,93
CYUL:9:CA,2013-01-13T21:00:00Z,39,100
CYUL:9:CA,2013-01-13T22:00:00Z,41,93
CYUL:9:CA,2013-01-13T23:00:00Z,41,87
CYUL:9:CA,2013-01-14T00:00:00Z,39,93
CYUL:9:CA,2013-01-14T01:00:00Z,39,93
CYUL:9:CA,2013-01-14T02:00:00Z,39,100
CYUL:9:CA,2013-01-14T03:00:00Z,39.66666667,100
CYUL:9:CA,2013-01-14T04:00:00Z,37,100
CYUL:9:CA,2013-01-14T05:00:00Z,39,100
CYUL:9:CA,2013-01-14T06:00:00Z,38,100
CYUL:9:CA,2013-01-14T07:00:00Z,37,100
CYUL:9:CA,2013-01-14T08:00:00Z,40,100
CYUL:9:CA,2013-01-14T09:00:00Z,39,93
CYUL:9:CA,2013-01-14T10:00:00Z,41,93
CYUL:9:CA,2013-01-14T11:00:00Z,42,93
CYUL:9:CA,2013-01-14T12:00:00Z,42,93
CYUL:9:CA,2013-01-14T13:00:00Z,41,93
CYUL:9:CA,2013-01-14T14:00:00Z,39,87
CYUL:9:CA,2013-01-14T15:00:00Z,39,70
CYUL:9:CA,2013-01-14T16:00:00Z,39,75
CYUL:9:CA,2013-01-14T17:00:00Z,37.66666667,75
CYUL:9:CA,2013-01-14T18:00:00Z,37,75
CYUL:9:CA,2013-01-14T19:00:00Z,37,65
CYUL:9:CA,2013-01-14T20:00:00Z,39,61
CYUL:9:CA,2013-01-14T21:00:00Z,37,60
CYUL:9:CA,2013-01-14T22:00:00Z,37,60
CYUL:9:CA,2013-01-14T23:00:00Z,36,60
CYUL:9:CA,2013-01-15T00:00:00Z,34,60
CYUL:9:CA,2013-01-15T01:00:00Z,34,56
CYUL:9:CA,2013-01-15T02:00:00Z,34,60
CYUL:9:CA,2013-01-15T03:00:00Z,34,60
CYUL:9:CA,2013-01-15T04:00:00Z,32,69
CYUL:9:CA,2013-01-15T05:00:00Z,32,69
CYUL:9:CA,2013-01-15T06:00:00Z,32,69
CYUL:9:CA,2013-01-15T07:00:00Z,32,64
CYUL:9:CA,2013-01-15T08:00:00Z,30,69
CYUL:9:CA,2013-01-15T09:00:00Z,30,75
CYUL:9:CA,2013-01-15T10:00:00Z,30,69
CYUL:9:CA,2013-01-15T11:00:00Z,30,64
CYUL:9:CA,2013-01-15T12:00:00Z,28,69
CYUL:9:CA,2013-01-15T13:00:00Z,27,69
CYUL:9:CA,2013-01-15T14:00:00Z,27,74
CYUL:9:CA,2013-01-15T15:00:00Z,27,69
CYUL:9:CA,2013-01-15T16:00:00Z,27,64
CYUL:9:CA,2013-01-15T17:00:00Z,28,55
CYUL:9:CA,2013-01-15T18:00:00Z,28,55
CYUL:9:CA,2013-01-15T19:00:00Z,30,51
CYUL:9:CA,2013-01-15T20:00:00Z,30,55
CYUL:9:CA,2013-01-15T21:00:00Z,30,60
CYUL:9:CA,2013-01-15T22:00:00Z,30,60
CYUL:9:CA,2013-01-15T23:00:00Z,30,55
CYUL:9:CA,2013-01-16T00:00:00Z,30,60
CYUL:9:CA,2013-01-16T01:00:00Z,30,64
CYUL:9:CA,2013-01-16T02:00:00Z,30,64
CYUL:9:CA,2013-01-16T03:00:00Z,30,64
CYUL:9:CA,2013-01-16T04:00:00Z,30,64
CYUL:9:CA,2013-01-16T05:00:00Z,30,64
CYUL:9:CA,2013-01-16T06:00:00Z,28,64
CYUL:9:CA,2013-01-16T07:00:00Z,28,64
CYUL:9:CA,2013-01-16T08:00:00Z,28,64
CYUL:9:CA,2013-01-16T09:00:00Z,27,69
CYUL:9:CA,2013-01-16T10:00:00Z,27,69
CYUL:9:CA,2013-01-16T11:00:00Z,27,69
CYUL:9:CA,2013-01-16T12:00:00Z,27,74
CYUL:9:CA,2013-01-16T13:00:00Z,27,74
CYUL:9:CA,2013-01-16T14:00:00Z,28,69
CYUL:9:CA,2013-01-16T15:00:00Z,28,69
CYUL:9:CA,2013-01-16T16:00:00Z,30,69
CYUL:9:CA,2013-01-16T17:00:00Z,30,69
CYUL:9:CA,2013-01-16T18:00:00Z,30,75
CYUL:9:CA,2013-01-16T19:00:00Z,32,64
CYUL:9:CA,2013-01-16T20:00:00Z,32,60
CYUL:9:CA,2013-01-16T21:00:00Z,32,69
CYUL:9:CA,2013-01-16T22:00:00Z,30,86
CYUL:9:CA,2013-01-16T23:00:00Z,30,86
CYUL:9:CA,2013-01-17T00:00:00Z,30,86
CYUL:9:CA,2013-01-17T01:00:00Z,30,86
CYUL:9:CA,2013-01-17T02:00:00Z,32,80
CYUL:9:CA,2013-01-17T03:00:00Z,32,80
CYUL:9:CA,2013-01-17T04:00:00Z,32,80
CYUL:9:CA,2013-01-17T05:00:00Z,34,75
CYUL:9:CA,2013-01-17T06:00:00Z,34,75
CYUL:9:CA,2013-01-17T07:00:00Z,36,70
CYUL:9:CA,2013-01-17T08:00:00Z,36,70
CYUL:9:CA,,,93
CYUL:9:CA,,,93
CYUL:9:CA,2013-01-17T11:00:00Z,30.5,87
CYUL:9:CA,2013-01-17T12:00:00Z,27,80
CYUL:9:CA,2013-01-17T13:00:00Z,24,59
CYUL:9:CA,2013-01-17T14:00:00Z,19,54
CYUL:9:CA,2013-01-17T15:00:00Z,12,48
CYUL:9:CA,2013-01-17T16:00:00Z,10,48
CYUL:9:CA,2013-01-17T17:00:00Z,9,44
CYUL:9:CA,2013-01-17T18:00:00Z,9,44
CYUL:9:CA,2013-01-17T19:00:00Z,9,40
CYUL:9:CA,2013-01-17T20:00:00Z,9,37
CYUL:9:CA,2013-01-17T21:00:00Z,9,37
CYUL:9:CA,2013-01-17T22:00:00Z,7,40
CYUL:9:CA,2013-01-17T23:00:00Z,5,36
CYUL:9:CA,2013-01-18T00:00:00Z,5,40
CYUL:9:CA,2013-01-18T01:00:00Z,3,47
CYUL:9:CA,2013-01-18T02:00:00Z,3,43
CYUL:9:CA,2013-01-18T03:00:00Z,1,51
CYUL:9:CA,2013-01-18T04:00:00Z,1,43
CYUL:9:CA,2013-01-18T05:00:00Z,0,43
CYUL:9:CA,2013-01-18T06:00:00Z,-2,46
CYUL:9:CA,2013-01-18T07:00:00Z,-2,46
CYUL:9:CA,2013-01-18T08:00:00Z,-2,50
CYUL:9:CA,2013-01-18T09:00:00Z,-4,55
CYUL:9:CA,2013-01-18T10:00:00Z,-4,55
CYUL:9:CA,2013-01-18T11:00:00Z,-6,55
CYUL:9:CA,2013-01-18T12:00:00Z,-6,60
CYUL:9:CA,2013-01-18T13:00:00Z,-6,60
CYUL:9:CA,2013-01-18T14:00:00Z,-2,50
CYUL:9:CA,2013-01-18T15:00:00Z,0,46
CYUL:9:CA,2013-01-18T16:00:00Z,3,39
CYUL:9:CA,2013-01-18T17:00:00Z,5,43
CYUL:9:CA,2013-01-18T18:00:00Z,7,44
CYUL:9:CA,2013-01-18T19:00:00Z,7,44
CYUL:9:CA,2013-01-18T20:00:00Z,9,44
CYUL:9:CA,2013-01-18T21:00:00Z,10,41
CYUL:9:CA,2013-01-18T22:00:00Z,10,41
CYUL:9:CA,2013-01-18T23:00:00Z,10,44
CYUL:9:CA,2013-01-19T00:00:00Z,10,44
CYUL:9:CA,2013-01-19T01:00:00Z,10,48
CYUL:9:CA,2013-01-19T02:00:00Z,13,57
CYUL:9:CA,2013-01-19T03:00:00Z,14,57
CYUL:9:CA,2013-01-19T04:00:00Z,16,62
CYUL:9:CA,2013-01-19T05:00:00Z,18,63
CYUL:9:CA,2013-01-19T06:00:00Z,19,63
CYUL:9:CA,2013-01-19T07:00:00Z,19,74
CYUL:9:CA,2013-01-19T08:00:00Z,19,86
CYUL:9:CA,2013-01-19T09:00:00Z,19,86
CYUL:9:CA,2013-01-19T10:00:00Z,19,93
CYUL:9:CA,2013-01-19T11:00:00Z,21,86
CYUL:9:CA,2013-01-19T12:00:00Z,21,93
CYUL:9:CA,2013-01-19T13:00:00Z,23,93
CYUL:9:CA,2013-01-19T14:00:00Z,24,93
CYUL:9:CA,2013-01-19T15:00:00Z,25,93
CYUL:9:CA,2013-01-19T16:00:00Z,27,93
CYUL:9:CA,2013-01-19T17:00:00Z,28,93
CYUL:9:CA,2013-01-19T18:00:00Z,27.66666667,93
CYUL:9:CA,2013-01-19T19:00:00Z,28,93
CYUL:9:CA,2013-01-19T20:00:00Z,28,93
CYUL:9:CA,2013-01-19T21:00:00Z,30,93
CYUL:9:CA,2013-01-19T22:00:00Z,30,86
CYUL:9:CA,2013-01-19T23:00:00Z,30,80
CYUL:9:CA,2013-01-20T00:00:00Z,27,86
CYUL:9:CA,2013-01-20T01:00:00Z,27,93
CYUL:9:CA,2013-01-20T02:00:00Z,30,93
CYUL:9:CA,2013-01-20T03:00:00Z,30,93
CYUL:9:CA,2013-01-20T04:00:00Z,28,93
CYUL:9:CA,2013-01-20T05:00:00Z,28,93
CYUL:9:CA,2013-01-20T06:00:00Z,34,100
CYUL:9:CA,2013-01-20T07:00:00Z,34,87
CYUL:9:CA,2013-01-20T08:00:00Z,34,87
CYUL:9:CA,2013-01-20T09:00:00Z,36,87
CYUL:9:CA,2013-01-20T10:00:00Z,36,81
CYUL:9:CA,2013-01-20T11:00:00Z,37,70
CYUL:9:CA,2013-01-20T12:00:00Z,37,70
CYUL:9:CA,2013-01-20T13:00:00Z,40.33333333,70
CYUL:9:CA,2013-01-20T14:00:00Z,36.33333333,81
CYUL:9:CA,2013-01-20T15:00:00Z,36.66666667,75
CYUL:9:CA,2013-01-20T16:00:00Z,37,70
CYUL:9:CA,,,93
CYUL:9:CA,2013-01-20T18:00:00Z,30,87
CYUL:9:CA,2013-01-20T19:00:00Z,28.4,93
CYUL:9:CA,2013-01-20T20:00:00Z,25,80
CYUL:9:CA,2013-01-20T21:00:00Z,21,68
CYUL:9:CA,2013-01-20T22:00:00Z,18,63
CYUL:9:CA,2013-01-20T23:00:00Z,16,58
CYUL:9:CA,2013-01-21T00:00:00Z,14,57
CYUL:9:CA,2013-01-21T01:00:00Z,12,57
CYUL:9:CA,2013-01-21T02:00:00Z,10,57
CYUL:9:CA,2013-01-21T03:00:00Z,9,62
CYUL:9:CA,2013-01-21T04:00:00Z,7,61
CYUL:9:CA,2013-01-21T05:00:00Z,5,66
CYUL:9:CA,2013-01-21T06:00:00Z,5,61
CYUL:9:CA,2013-01-21T07:00:00Z,3,66
CYUL:9:CA,2013-01-21T08:00:00Z,1,66
